"Tilda UID";Brand;SKU;Mark;Category;Title;Description;Text;Photo;Price;Quantity;"Price Old";Editions;Modifications;"External ID";"Parent UID";Characteristics:Страна;Characteristics:Винтаж;Characteristics:Регион;Characteristics:Состав;Characteristics:Объем;Characteristics:Алк.;Characteristics:PR;Characteristics:Субрегион;Characteristics:WS;Characteristics:Тип;Characteristics:Vinous;Characteristics:JS;Characteristics:RP;"Characteristics:Страна производства";Characteristics:Производитель;Characteristics:Материал;Weight;Length;Width;Height;"SEO title";"SEO descr";"FB title";"FB descr";Url
815576130411;"Chateau Lafite Rothschild";;;"France 2;Lafite;Пойяк;Бордо;Редкие вина";"Chateau Lafite Rothschild 1998, 1500 ml";"Бордо, Пойяк";"Этот бленд 81% Каберне Совиньон и 19% Мерло представляет лишь 34% полного урожая Лафита. В этом далеком от совершенства винтаже Лафит 1998 произвел значительное впечатление сразу же после рождения. За последний год он набрал вес, и теперь это непрозрачное фиолетовое вино близко к совершенству. Яркие, величественные ароматы графитового карандаша, дыма, минералов и черной смородины доносятся из бокала. Вино элегантно, но при этом крайне богато - оно демонстрирует всю суть лафитовского характера. Танины сладкие, само вино очень многослойное, но совсем не тяжелое. Послевкусие сладкое, очень насыщенное, при этом безупречно сбалансированное и долгое (более 50 секунд). Окно зрелости: 2007-2035.<br /><strong>Wine Advocate</strong>";https://static.tildacdn.com/tild6133-6235-4233-b131-613563376462/DSC_0584.jpeg;495000.00;;;;;sTmcxTYyJa3ChpCFyUyY;;Франция;1998;Бордо;"каберне совиньон, мерло, каберне фран";0,75;12,50%;;Пойяк;;Красное;;;96;;;;0;0;0;0;;;;;https://winetime.moscow/lafite-1998
242325467331;"Chateau Lafite Rothschild";;"RP 100";"France 2;Lafite;Пойяк;Бордо;Редкие вина";"Chateau Lafite Rothschild 2003, 1500 ml";"Бордо, Пойяк";"Лафит Ротшильд 2003 настолько же близок к совершенству, как и все величайшие Лафиты последних 30 лет, начиная с 1982 и заканчивая 2010. Кроме того, это сенсационное вино с 12,7% алкоголя выполнено в стиле великой классики - Лафита 1959 года. У него глубокий рубиново-фиолетовый цвет и роскошный аромат кедра, грифеля, белого шоколада, какао и черносмородинового ликера. Плотное, полнотельное, пышное, это благородное вино обладает низкой кислотностью и поразительной многослойностью. Оно только выходит на плато зрелости, где пробудет еще 20-25 лет. Этот Лафит - один из кандидатов на звание вина винтажа, не сомневайтесь в этом! Он поражает одновременно своим потенциалом, многослойностью и насыщенностью.<br /><strong>Wine Advocate (Роберт Паркер), 2014</strong>";https://static.tildacdn.com/tild3633-6233-4061-b038-643433663631/DSC_0563.jpeg;670000.00;;;;;d9sOmVJLXBmG5Es3km0d;;Франция;2003;Бордо;"каберне совиньон, мерло, каберне фран";0,75;12,50%;;Пойяк;;Красное;;;100;;;;0;0;0;0;;;;;https://winetime.moscow/lafite-2003
653897775401;"Chateau Lafite Rothschild";;;"France 2;Lafite;Пойяк;Бордо;Редкие вина";"Chateau Lafite Rothschild 2012, 1500 ml";"Бордо, Пойяк";"Лафит Ротшильд 2012 - очень стильное, элегантное, но и достаточно концентрированное вино плотного рубиново-фиолетового цвета. В аромате доминируют грифель и черная смородина. Вино среднетельное, танины мягкие, дубовая нота уже хорошо интегрирована, кислотность и алкоголь - тоже на уровне. Должно быть на пике в 2020-2035.<br /><strong>Wine Advocate, 2015</strong>";https://static.tildacdn.com/tild3566-6636-4139-a636-613565383537/DSC_0578.jpeg;410000.00;;;;;54YBCKDy8hue9gsId2GD;;Франция;2003;Бордо;"каберне совиньон, мерло, каберне фран";0,75;12,50%;;Пойяк;;Красное;;;100;;;;0;0;0;0;;;;;https://winetime.moscow/chateau-lafite-2012-magnum
237825486241;"Chateau Mouton Rothschild";;;"Франция;Избранное 2;Mouton Rothschild;MarketWinetime;Пойяк;Бордо;Редкие вина";"Chateau Mouton Rothschild 1988 (5L)";"Бордо, Пойяк";"У Шато Мутон Ротшильд 1988 очаровательный аромат экзотических специй, минералов, кофе, черной смородины и сладкого дуба. Вино среднетельное, сочное, достаточно танинное. Оно было бы превосходным, если бы не коротковатое послевкусие.<br /><strong>Роберт Паркер</strong>";https://static.tildacdn.com/tild3432-3633-4565-a363-323831363165/tild6361-3839-4766-b.jpeg;920000.00;;;;;tmnSoTXNSiNhI2RBdLiM;;Франция;1988;Бордо;"Каберне Совиньон, Мерло, Каберне Фран";0,75;13,50%;;Пойяк;;Красное;;;95;;;;0;0;0;0;;;;;https://winetime.moscow/chateau-mouton-1988-5l
310557676261;"Chateau Mouton Rothschild";;;"Франция;Избранное 2;Mouton Rothschild;MarketWinetime;Пойяк;Бордо;Редкие вина";"Chateau Mouton Rothschild 1994 (3L)";"Бордо, Пойяк";"1994 был сложным винтажем, и многие топовые вина Бордо уже успели выйти на плато и даже достичь своего пика. Первые Крю - не исключение. У этого Мутон Ротшильд 1994 все еще достаточно “молодой” аромат: ежевика, мята, черносмородиновый ликер, фруктовая пастила. Вино среднетельное, со свежей кислотностью и приятным многослойным вкусом. При этом ему несколько не достает глубины и сложности других винтажей, хотя на финише и появляется интригующая черничная нотка.<br /><strong>Wine Advocate, 2011</strong>";https://static.tildacdn.com/tild3961-3739-4231-b239-633766633632/tild6339-6132-4465-a.jpeg;550000.00;;;;;upL9Uyl6GGX6xZUsMNoD;;Франция;1988;Бордо;"Каберне Совиньон, Мерло, Каберне Фран";0,75;13,50%;;Пойяк;;Красное;;;95;;;;0;0;0;0;;;;;https://winetime.moscow/chateau-mouton-1994-3l
396681714351;"Chateau Milens";;;"Новинки ноября;Франция;MarketWinetime;Milens;2015;Бордо;10 000 - 30 000";"Chateau Milens 2016, 1500 ml, 3000ml";"Бордо, Сент-Эмильон";;https://static.tildacdn.com/tild3762-6534-4464-b933-306666363262/lafite2003-1_5.jpg;;;;;;9lMgFpKHZtkmL2v5VVK9;;Франция;2015;Бордо;"Каберне фран, Мерло";0,75;14%;;Сент-Эмильон;;Красное;;;;;;;0;0;0;0;;;;;https://winetime.moscow/milens-2016
888078425311;;;;;"Chateau Milens 2016, 1500 ml, 3000ml / 1500ml- 1500ml";;;;18500.00;;;Объем:1500ml;;J0GOUbO7Vi19zSoPZGzs;396681714351;;;;;;;;;;;;;;;;;0;0;0;0;;;;;https://winetime.moscow/milens-2016?editionuid=888078425311
682118595991;;;;;"Chateau Milens 2016, 1500 ml, 3000ml- 3000ml";;;;55000.00;;;Объем:3000ml;;YCnUPzlTMiIAtpomhjjb;396681714351;;;;;;;;;;;;;;;;;0;0;0;0;;;;;https://winetime.moscow/milens-2016?editionuid=682118595991
454476637331;"Chateau Figeac";;;"Франция;Figeac;Бордо";"Chateau Figeac Premier Grand Cru Classe 2014, 1500ml";"Бордо, Сент-Эмильон";"Нотки какао и#nbsp;эспрессо наряду с#nbsp;черной смородиной и#nbsp;инжиром. У#nbsp;него очень глубокое, тягучее послевкусие. Уже проявляются нотки табака и#nbsp;теплого камня, но#nbsp;этому вину еще потребуется немного времени, чтобы достичь гармонии. Пейте его с#nbsp;2024 по#nbsp;2037.<br /><strong>Wine Spectator, 2017</strong>";https://static.tildacdn.com/tild6234-6439-4537-b163-356131306434/figeac-2014-magnum.jpg;77219.00;;;;;2o3EcCtLZVClLI60vpRL;;Франция;2014;Бордо;"Мерло, Каберне Фран, Каберне Совиньон";0,75;13,50%;;Сент-Эмильон;;Красное;;;;;;;0;0;0;0;;;;;https://winetime.moscow/figeac-2014
338932954531;"Chateau l'Evangile";;;"Франция;Chateau l'Evangile;Бордо;Редкие вина";"Chateau l'Evangile 1985, 6000ml";"Бордо, Помроль";;https://static.tildacdn.com/tild3062-3739-4734-b232-643937336434/l-evangile-1985-2.jpg;908700.00;;;;;U5fDuhjfEsNu9O3Z9FPT;;Франция;2001;Бордо;Мерло;0,75;13,50%;95;Помроль;;Красное;;;;;;;0;0;0;0;;;;;https://winetime.moscow/l-evangile-1985
570664669381;"Chateau Margaux";;;"Франция;Margaux;Бордо";"Chateau Margaux 2006, 750ml";Бордо;;https://static.tildacdn.com/tild3163-3532-4664-b538-333461666566/margaux-2006.jpg;137800.00;;;;;GyccXY5hJe9vBmu9Nodg;;Франция;2001;Бордо;"Каберне Совиньон, Мерло, Пти Вердо";0,75;13,50%;94;Марго;;Красное;;;;;;;0;0;0;0;;;;;https://winetime.moscow/margaux-2006
759410707321;"Domaine de La Pousse";;;"Бургундия;10 000 - 30 000";"Domaine de La Pousse d'Or 2019, 750ml";Бургундия;;https://static.tildacdn.com/tild6566-6133-4965-b061-363862303562/pousse-2019.jpg;29588.00;;;;;iABRjr8U83yelsZ6ZIHy;;Франция;2009;Бургундия;"Пино Нуар";0,75;13,50%;95;;;Красное;;;;;;;0;0;0;0;;;;;https://winetime.moscow/domaine-de-la-pousse-2019
778206247031;"Chateau de Beaucastel";;;"Франция;Chateau de Beaucastel;Долина Роны;10 000 - 30 000";"Chateau de Beaucastel Chateauneuf-du-Pape 1994, 750ml";"Долина Роны";;https://static.tildacdn.com/tild6265-6335-4636-b532-333062643336/beaucastel-1994.jpg;25350.00;;;;;gJYP6gFZLNgSZzL1aUHj;;Франция;2005;"Долина Роны";сира;0,75;13%;;;;Красное;;;100;;;;0;0;0;0;;;;;https://winetime.moscow/chateau-de-beaucastel-1994
915133342151;"Chateau Cos d’Estournel";;;"Франция;Cos d’Estournel;Бордо";"Chateau Cos d’Estournel grand Cru Classe 1995, 750 ml";"Бордо, Сент-Эстеф";"Вино в высшей степени насыщенное и открытое. Кос д’Эстурнель 1995 - более волнующее и гедонистическое вино в сравнении с 1996. Пышное, с развитой ароматикой (много темных фруктов, гриль, много специй), этот Кос обладает большой интенсивностью, плотным телом, во вкусе - сочные фрукты в изящном обрамлении нового дуба. Благодаря низкой кислотности и сладким танинам, этот Кос совершенно неотразим уже в молодом возрасте, но при этом у него впереди еще 2-3 десятилетия жизни. Окно зрелости: 2001-2025.<br /><strong>Wine Advocate, 1998</strong>";https://static.tildacdn.com/tild6362-3234-4332-a565-383963646336/cos-1995.jpg;59150.00;;;;;8UtIePiR1xpMYtNz6UNe;;Франция;1995;Бордо;"Каберне Совиньон, Мерло";0,75;13,50%;95;Сент-Эстеф;94;Красное;;;;;;;0;0;0;0;"Шато Кос д’Эстурнель Гран Крю Классе";"Кос Д'Эстурнель 1995 - вино необыкновенно насыщенное и податливое. Очень привлекательное и гораздо более гедонистичное, чем последовавший за ним крепкий, мускулинный 1996. Пышное, с ароматами черных ягод, решетки гриля и большого количества специй. Полнотельное, со слоями липких фруктов в обрамлении нового дуба. У него высокая кислотность и сладкие танины - сложно удержаться и не выпить его молодым, но можно дать ему 20-30 лет. Ожидаемая зрелость: 2001-2025.";;;https://winetime.moscow/cos-d-estournel-1995
917417703791;"Chateau Cos d’Estournel";;;"Франция;Cos d’Estournel;Бордо";"Chateau Cos d’Estournel grand Cru Classe 2011, 750 ml";"Бордо, Сент-Эстеф";"Вино в высшей степени насыщенное и открытое. Кос д’Эстурнель 1995 - более волнующее и гедонистическое вино в сравнении с 1996. Пышное, с развитой ароматикой (много темных фруктов, гриль, много специй), этот Кос обладает большой интенсивностью, плотным телом, во вкусе - сочные фрукты в изящном обрамлении нового дуба. Благодаря низкой кислотности и сладким танинам, этот Кос совершенно неотразим уже в молодом возрасте, но при этом у него впереди еще 2-3 десятилетия жизни. Окно зрелости: 2001-2025.<br /><strong>Wine Advocate, 1998</strong>";https://static.tildacdn.com/tild6461-3934-4532-b935-313030323365/cos-2011.jpg;39000.00;;;;;0sH12uKd4BJhV7C5LN8H;;Франция;2005;Бордо;"Каберне Совиньон, Мерло";1,5;13,50%;95;Сент-Эстеф;94;Красное;;;;;;;0;0;0;0;"Шато Кос д’Эстурнель Гран Крю Классе";"Кос Д'Эстурнель 1995 - вино необыкновенно насыщенное и податливое. Очень привлекательное и гораздо более гедонистичное, чем последовавший за ним крепкий, мускулинный 1996. Пышное, с ароматами черных ягод, решетки гриля и большого количества специй. Полнотельное, со слоями липких фруктов в обрамлении нового дуба. У него высокая кислотность и сладкие танины - сложно удержаться и не выпить его молодым, но можно дать ему 20-30 лет. Ожидаемая зрелость: 2001-2025.";;;https://winetime.moscow/cos-d-estournel-2011
894439440261;"Chateau Cos d’Estournel";;;"Франция;Cos d’Estournel;Бордо;10 000 - 30 000";"Chateau Cos d’Estournel grand Cru Classe 2014, 750 ml";"Бордо, Сент-Эстеф";"Вино в высшей степени насыщенное и открытое. Кос д’Эстурнель 1995 - более волнующее и гедонистическое вино в сравнении с 1996. Пышное, с развитой ароматикой (много темных фруктов, гриль, много специй), этот Кос обладает большой интенсивностью, плотным телом, во вкусе - сочные фрукты в изящном обрамлении нового дуба. Благодаря низкой кислотности и сладким танинам, этот Кос совершенно неотразим уже в молодом возрасте, но при этом у него впереди еще 2-3 десятилетия жизни. Окно зрелости: 2001-2025.<br /><strong>Wine Advocate, 1998</strong>";https://static.tildacdn.com/tild3132-6265-4665-a465-363163663033/cos-2014.jpg;33800.00;;;;;6nHXaHxf5hCKl9K9Lhnx;;Франция;2005;Бордо;"Каберне Совиньон, Мерло";1,5;13,50%;95;Сент-Эстеф;94;Красное;;;;;;;0;0;0;0;"Шато Кос д’Эстурнель Гран Крю Классе";"Кос Д'Эстурнель 1995 - вино необыкновенно насыщенное и податливое. Очень привлекательное и гораздо более гедонистичное, чем последовавший за ним крепкий, мускулинный 1996. Пышное, с ароматами черных ягод, решетки гриля и большого количества специй. Полнотельное, со слоями липких фруктов в обрамлении нового дуба. У него высокая кислотность и сладкие танины - сложно удержаться и не выпить его молодым, но можно дать ему 20-30 лет. Ожидаемая зрелость: 2001-2025.";;;https://winetime.moscow/cos-d-estournel-2014
232125896541;"Chateau Rauzan-Segla";;;"Франция;Бордо;10 000 - 30 000";"Chateau Rauzan-Segla 2017 (Grand Cru Classe), 750ml";Бордо;;https://static.tildacdn.com/tild6363-3966-4636-b665-626432383038/rauzan-segla-2017.jpg;19000.00;;;;;aGP5L83Ie0lHUxVHidjL;;Франция;2001;Бордо;"Каберне Совиньон, Мерло, Пти Вердо";0,75;13,50%;94;Марго;;Красное;;;;;;;0;0;0;0;;;;;https://winetime.moscow/rauzan-segla-2017
594608623951;"Chateau Lascombes";;;"Франция;Chateau Lascombes;Бордо;10 000 - 30 000";"Chateau Lascombes 2015 (Grand Cru Classe), 750ml";Бордо;;https://static.tildacdn.com/tild3935-3636-4235-b137-353631333537/lascombes-2015.jpg;21970.00;;;;;aYfzd7NCjpvAhzG5evNH;;Франция;2001;Бордо;"Каберне Совиньон, Мерло, Пти Вердо";0,75;13,50%;94;Марго;;Красное;;;;;;;0;0;0;0;;;;;https://winetime.moscow/chateau-lascombes-2015
226181178131;"Chateau Lascombes";;;"Франция;Chateau Lascombes;Бордо;10 000 - 30 000";"Chateau Lascombes 2016 (Grand Cru Classe), 750ml";Бордо;;https://static.tildacdn.com/tild6364-3935-4036-a138-386437306635/lascombes-2016.jpg;18000.00;;;;;0hxUT4Mx9ibr889F530D;;Франция;2001;Бордо;"Каберне Совиньон, Мерло, Пти Вердо";0,75;13,50%;94;Марго;;Красное;;;;;;;0;0;0;0;;;;;https://winetime.moscow/chateau-lascombes-2016
334842226071;"Chateau l'Evangile";;;"Франция;Chateau l'Evangile;Бордо";"Chateau l'Evangile 2008, 1500ml";"Бордо, Помроль";;https://static.tildacdn.com/tild3364-3461-4133-a163-306335356537/l-evangile-2008-magn.jpg;99255.00;;;;;OVnHAijFfxaeYJ4P8oVi;;Франция;2001;Бордо;Мерло;0,75;13,50%;95;Помроль;;Красное;;;;;;;0;0;0;0;;;;;https://winetime.moscow/l-evangile-2008
520534649641;"Chateau l'Evangile";;;"Франция;Chateau l'Evangile;Бордо";"Chateau l'Evangile 2002, 750ml";"Бордо, Помроль";;https://static.tildacdn.com/tild3966-6335-4532-b133-396566303535/l-evangile-2002.jpg;38870.00;;;;;60sZ39UbBN2jNXoyk8VX;;Франция;2001;Бордо;Мерло;0,75;13,50%;95;Помроль;;Красное;;;;;;;0;0;0;0;;;;;https://winetime.moscow/l-evangile-2002
894661278021;"Chateau Margaux";;;"Франция;Margaux;Бордо;Редкие вина";"Chateau Margaux 2016, 3000ml";Бордо;;https://static.tildacdn.com/tild3835-3364-4235-a533-383961373837/margaux-2016-1.jpg;960000.00;;;;;dAdZ8rpkNhbS2oTmOV1N;;Франция;2001;Бордо;"Каберне Совиньон, Мерло, Пти Вердо";0,75;13,50%;94;Марго;;Красное;;;;;;;0;0;0;0;;;;;https://winetime.moscow/margaux-2016
509398186661;"Chateau Margaux";;;"Франция;Margaux;Бордо;Редкие вина";"Chateau Margaux 2017, 1500ml";Бордо;;https://static.tildacdn.com/tild6637-3637-4737-a261-373636353338/margaux-2017.jpg;292500.00;;;;;FoEFsE0GNNrduNNsTUIY;;Франция;2001;Бордо;"Каберне Совиньон, Мерло, Пти Вердо";0,75;13,50%;94;Марго;;Красное;;;;;;;0;0;0;0;;;;;https://winetime.moscow/margaux-2017
167019434791;"Domaine du Comte Armand Pommard";;;Бургундия;"Domaine du Comte Armand Pommard 2018, 750ml, 1500ml";Бургундия;;"https://static.tildacdn.com/tild3038-6430-4035-b334-393065616665/pommard-2018-magnum.jpg https://static.tildacdn.com/tild3738-3635-4666-a261-383436653062/pommard-2018.jpg";;;;;;8MI6egas0FU8Ch52ZsZf;;Франция;2009;Бургундия;"Пино Нуар";0,75;13,50%;95;;;Красное;;;;;;;0;0;0;0;;;;;https://winetime.moscow/domaine-du-comte-armand-2018
107063011771;;;;;"Domaine du Comte Armand Pommard 2018, 750ml, 1500ml- 750ml";;;https://static.tildacdn.com/tild3738-3635-4666-a261-383436653062/pommard-2018.jpg;42900.00;;;Объем:750ml;;KksggIa6tjLFNYPz7e69;167019434791;;;;;;;;;;;;;;;;;0;0;0;0;;;;;https://winetime.moscow/domaine-du-comte-armand-2018?editionuid=107063011771
304601779781;;;;;"Domaine du Comte Armand Pommard 2018, 750ml, 1500ml- 1500ml";;;https://static.tildacdn.com/tild3038-6430-4035-b334-393065616665/pommard-2018-magnum.jpg;89700.00;;;Объем:1500ml;;bmOF9dvxNndmFxeuPIZt;167019434791;;;;;;;;;;;;;;;;;0;0;0;0;;;;;https://winetime.moscow/domaine-du-comte-armand-2018?editionuid=304601779781
667775989201;"Chateau de Beaucastel";;;"Франция;Chateau de Beaucastel;Долина Роны;10 000 - 30 000";"Chateau de Beaucastel Chateauneuf-du-Pape 2005, 750ml";"Долина Роны";;https://static.tildacdn.com/tild3763-3562-4266-a536-626365373866/beaucastel-2005.jpg;26000.00;;;;;ASGfJhFydbkUVv3dbsd0;;Франция;2005;"Долина Роны";сира;0,75;13%;;;;Красное;;;100;;;;0;0;0;0;;;;;https://winetime.moscow/chateau-de-beaucastel-2005
757637353861;"Domaine du Vieux Telegraphe";;;"Франция;Domaine du Vieux Telegraphe;Долина Роны;10 000 - 30 000";"Domaine du Vieux Telegraphe «La Crau» 2017, 750ml";"Долина Роны";;https://static.tildacdn.com/tild3362-3539-4733-b837-363938306337/telegraph-2017.jpg;14900.00;;;;;GPZ8tuAomiGlhzkJ9tvg;;Франция;2005;"Долина Роны";сира;0,75;13%;;;;Красное;;;100;;;;0;0;0;0;;;;;https://winetime.moscow/telegraphe-la-crau-2017
462862831261;Vega-Sicilia;;;"Скидки недели;Испания;Bodegas Vega Sicilia Unico";"Vega-Sicilia «Unico» 2011, 750ml";"Испания, Рибера-дель-Дуэро";;https://static.tildacdn.com/tild3038-3130-4165-b765-643432356439/unico-2011.jpg;74000.00;;;;;oO3KDoV6LT6rpbkPrN48;;Испания;2011;Рибера-дель-Дуэро;сира;0,75;13%;;;;Красное;;;100;;;;0;0;0;0;;;;;https://winetime.moscow/vega-sicilia-unico-2011
989348974651;"Domaine du Vieux Telegraphe";;;"Франция;Domaine du Vieux Telegraphe;Долина Роны;10 000 - 30 000";"Domaine du Vieux Telegraphe «La Crau» 2018, 750ml";"Долина Роны";;https://static.tildacdn.com/tild6166-3735-4432-a261-666337343766/telegraph-2018-2.jpg;14900.00;;;;;mmC2AEdcazAK82dJexrj;;Франция;2005;"Долина Роны";сира;0,75;13%;;;;Красное;;;100;;;;0;0;0;0;;;;;https://winetime.moscow/telegraphe-la-crau-2018
989734147641;;;;"Новогодние скидки!;Подарочные сеты;Сеты в подарочной упаковке";"Сет «Красная Бургундия»";"Франция, Бургундия";"Элегантный набор красных бургундских вин от#nbsp;лучших хозяйств великого региона. Три винтажа, три виноградника, три винодела. Один-единственный, незаменимый пино-нуар в#nbsp;трех принципиально разных исполнениях.";https://static.tildacdn.com/tild3836-3836-4336-a264-343130363234/DSC_0044-4-1.jpg;342095.00;;;;;b8LANr1Hk0KJSplioaVv;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;https://winetime.moscow/set-red-burgundy
113507567031;;;;"Новогодние скидки!;Подарочные сеты;Италия;Сеты в подарочной упаковке";"Сет «Бароло»";"Италия, Пьемонт";"Набор из трех вин от ведущих производителей бароло. «Итальянский ответ Бургундии», культовые бароло из Пьемонта - это элегантные и многослойные вина с ароматом лепестков розы, смолы, фруктов, кожи и трюфеля. Свежие, с изящными танинами, несмотря на утонченность, бароло обладают большим потенциалом хранения - живут и развиваются десятками лет.";https://static.tildacdn.com/tild6438-3935-4636-b237-303832663236/DSC_0059.jpg;159000.00;;;;;3LUzK4kgJkHIB6CFI8hS;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;https://winetime.moscow/set-barolo
616962598431;;;;"Новогодние скидки!;Подарочные сеты;Сеты в подарочной упаковке";"Сет «Белая Бургундия»";"Франция, Бургундия";"Очаровательный сет из двух бургундских шардоне удачных годов. Отличный подарок искушенному ценителю белого вина.";https://static.tildacdn.com/tild3239-3539-4136-b062-326238623230/DSC_0060-1.jpg;98000.00;;;;;1kc1ir4iEvbyRhxY7Csk;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;https://winetime.moscow/set-white-burgundy
201971709821;;;;"Новогодние скидки!;Подарочные сеты;Сеты в подарочной упаковке";"Сет «Лучшие вина Шатонеф-дю-Пап»";;;https://static.tildacdn.com/tild3766-3965-4064-b463-386330346338/DSC_0064-1.jpg;39000.00;;;;;mxjBMyxbaFbm4FHzSRtr;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;https://winetime.moscow/set-rhone-2
681685986291;;;;"Новогодние скидки!;Подарочные сеты;Сеты в подарочной упаковке;Бордо";"Сет «Помроль»";"Франция, Бордо";"Элегантный набор красных бургундских вин от#nbsp;лучших хозяйств великого региона. Три винтажа, три виноградника, три винодела. Один-единственный, незаменимый пино-нуар в#nbsp;трех принципиально разных исполнениях.";https://static.tildacdn.com/tild6334-6533-4464-b466-313732623461/DSC_0069-2.jpg;68000.00;;;;;5iV2mlFbxLtz2MfOoNnF;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;https://winetime.moscow/set-pomerol
474045371461;;;;"Подарочные сеты;Вино + хрусталь";"Сет «Mouton Rothschild 2005 + бокалы LALIQUE»";;;https://static.tildacdn.com/tild3231-3038-4563-a139-313163663238/DSC_0174.jpg;248000.00;;;;;bvvXGICMVSXApOhgVTri;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;https://winetime.moscow/set-degustation-1
745035732191;;;;"Подарочные сеты;Вино + хрусталь;Caymus";"Сет «Идеальная дегустация №3 с магнумом»";;;https://static.tildacdn.com/tild3438-3737-4435-a161-613430636239/DSC_0207.jpg;288500.00;;;;;DAVuXg9o7eN847C6L7gy;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;https://winetime.moscow/set-degustation-3
732932396061;Gaja;;;"Италия;Выключенные";"Gaja Sori San Lorenzo Langhe 1996, 750 ml";Пьемонт;"У Сори Сан Лоренцо 1996 насыщенный непрозрачный фиолетовый цвет и многослойный аромат с классическими для неббиоло нотами: лепестки роз, сухие травы, коробка специй, кедр + насыщенные джемовые ноты вишни и лесных ягод. Вино впечатляет своей мощью, оно умеренно танинное, с очаровательной маслянистой текстурой и послевкусием, которое длится более 40 секунд! Несмотря на развитую ароматику, это вино все еще очень молодо и закрыто.<br /><strong>Wine Advocate, 2000</strong>";https://static.tildacdn.com/tild6461-6235-4462-b037-623931623762/pic-1.jpg;94900.00;;;;;NZ4tiYfYdEFnHvu9TPDD;;Италия;1996;Пьемонт;Неббиоло;0,75;14%;96;;;Красное;;;;;;;0;0;0;0;;;;;https://winetime.moscow/gaja-sori-san-lorenzo-1996
286215354601;"Opus One";;NEW;Caymus;"Caymus Special Selection 2007, 6000 ml";США;;https://static.tildacdn.com/tild6333-3166-4637-b638-646363333361/caymus-pic-2.jpg;750000.00;;;;;LjX5Sk6JTTNZOiIb8vn1;;США;;"Долина Напа";;;;;;;;;;;;;;0;0;0;0;;;;;https://winetime.moscow/caymus-special-selection-2007
739164167351;Caymus;;;Caymus;"Caymus Special Selection 2013, 1500ml (3000ml)";США;;https://static.tildacdn.com/tild6333-3166-4637-b638-646363333361/caymus-pic-2.jpg;;;;;;ayTC7YeEIPhtvHUu2GUZ;;США;;"Долина Напа";;;;;;;;;;;;;;0;0;0;0;;;;;https://winetime.moscow/caymus-special-selection-2013
587547145661;;;;;"Caymus Special Selection 2013, 1500ml (3000ml)- 1500ml";;;;150000.00;;;Объем:1500ml;;XRVapoYAPvAvNCy4k7sj;739164167351;;;;;;;;;;;;;;;;;0;0;0;0;;;;;https://winetime.moscow/caymus-special-selection-2013?editionuid=587547145661
912875659871;Caymus;;;Caymus;"Caymus Special Selection 2014, 1500ml (3000ml)";США;;https://static.tildacdn.com/tild6333-3166-4637-b638-646363333361/caymus-pic-2.jpg;;;;;;b6FgjmV95ne1krXtaEhl;;США;;"Долина Напа";;;;;;;;;;;;;;0;0;0;0;;;;;https://winetime.moscow/caymus-special-selection-2014
584478248941;;;;;"Caymus Special Selection 2014, 1500ml (3000ml)- 1500ml";;;;164000.00;;;Объем:1500ml;;T9eg9dopN9BLP4BA7UPR;912875659871;;;;;;;;;;;;;;;;;0;0;0;0;;;;;https://winetime.moscow/caymus-special-selection-2014?editionuid=584478248941
122063108761;;;;;"Caymus Special Selection 2014, 1500ml (3000ml)- 3000ml";;;;378000.00;;;Объем:3000ml;;E2EFGIkfzAMb4FzVB9Le;912875659871;;;;;;;;;;;;;;;;;0;0;0;0;;;;;https://winetime.moscow/caymus-special-selection-2014?editionuid=122063108761
498501410481;"Opus One";;;Caymus;"Сет Caymus Special Selection, 1,5 л (2013, 2014, 2015)";США;;"https://static.tildacdn.com/tild3330-6166-4132-b535-656330316535/tild3430-6361-4836-b.jpeg https://static.tildacdn.com/tild6366-3764-4337-a338-353834376438/tild6138-6432-4335-b.jpeg";520000.00;;;;;av06R2OLO9ENor5yJvY8;;США;;"Долина Напа";;;;;;;;;;;;;;0;0;0;0;;;;;https://winetime.moscow/set-caymus-3
213389988631;"Domaine du Comte Armand Pommard";;;"Musigny;Бургундия";"Domaine Comte Georges de Vogue, Musigny 2010, 750ml";Бургундия;"Мюзиньи 2010 от Конт Жорж - невероятно устойчивое и шелковистое. Соленые нотки резонируют с выразительными красными фруктами в этом прекрасно сложенном Мюзиньи. Сейчас оно демонстрирует свой потенциал лишь частично. Сладкие цветочные ноты и элегантные фруктовые раскрываются очаровательно, этому вину потребуется время, чтобы полностью сформироваться. Сегодня оно уже обладает элегантной текстурой - еще одно превосходное Мюзиньи от де Вог.<br /><em>Wine Advocate, 2011#nbsp;</em>";https://static.tildacdn.com/tild3930-3034-4631-a632-616638343231/tild3763-6661-4132-b.jpg;;;;;;9Zs49KtdmC5gcGBLBDCB;;Франция;2010;Бургундия;"Пино Нуар";0,75;13%;94;;;Красное;;;;;;;0;0;0;0;;;;;https://winetime.moscow/mysigny-cgv-2010
