brands;name;description;Photo;price;vintage;RP;Url
Bonnes Mares;Bonnes Mares Grand Cru Domaine Louis Jadot 2009, 750 ml;Ручной сбор, гребнеотделение и сортировка. Ферментация и мацерация в течение 3-4 недель в нейтральных чанах. Выдержка в дубовых бочках собственного производства в течение 18 месяцев.;https://static.tildacdn.com/tild3361-3463-4164-a234-666634633733/156000-x-4000.jpg;89700.00;2009;;https://winetime.moscow/bonnes-mares-lj-2009
Bouchard Pere Fils;Bouchard Pere Fils, Chevalier Montrachet Grand Cru 2018, 750 ml;Шевалье-Монраше Гран Крю 2018 - превосходное. В бокале раскрывается аппетитный аромат бриошь, хрустящих садовых яблок, цитрусового масла и мускатного ореха. Вино среднетельное, довольно плотное, устойчивое - очень обаятельное и выразительное, оно более открытое, чем винтаж 2017 в том же возрате. Оно скорее напоминает не столь маскулинный, но при этом мощный 2015. У него будет очень большое окно зрелости: уже сейчас это вино очень открытое.<br /><strong>Wine Advocate, 2020</strong>;https://static.tildacdn.com/tild3661-3035-4261-a234-316339393461/ccdb-5.jpg;89000.00;2014;;https://winetime.moscow/dbpef-monrachet-2018
Bouchard Pere Fils;Bouchard Pere Fils Chambertin-Clos de Beze Grand Cru 2015, 750 ml;"Шамбертен Кло де Безе 2015 обладает прекрасным ароматом: клюква, подлесок, сухая апельсиновая цедра. Вино хорошо сбалансировано, с мягкими танинами, заметной кислотностью и хорошо интегрированной дубовой нотой. Во рту вкус совершенствуется и ближе к финишу приобретает приятную гармонию. 4-6 лет в бутылке, и оно превратится в очень элегантное классическое бургундское вино.#nbsp;<br /><em>Wine Advocate, 2016</em>";https://static.tildacdn.com/tild3735-6166-4537-a230-626233333662/DSC_0170.jpg;89700.00;2015;93;https://winetime.moscow/chambertin-clos-de-beze-2015
Bouchard Pere Fils;Bouchard Pere Fils Chambertin-Clos de Beze Grand Cru 2018, 750 ml;Шамбертен Кло де Безе 2018 - самое сочное, крепкое (15%) и мощное вино у Бушаров, чьи виноградари в тот год настояли на особенно позднем сборе. У него экстравагантный аромат: апельсиновая цедра, малина, слива, лепестки розы, фимиам, пряный дуб. Вино полнотельное, густое и многослойное. Очень фруктовое, с мягкими танинами и заметным алкоголем. Хорошая работа, но не думаю, что у него большой потенциал хранения.<br /><em>Wine Advocate, 2020</em>;https://static.tildacdn.com/tild3032-6363-4432-a164-323466386463/166000-x-4000.jpg;87100.00;2018;;https://winetime.moscow/chambertin-clos-de-beze-2018
Jacques Prieur;Domaine Jacques Prieur 2009, Musigny Grand Cru, 750 ml;"Мощный, выразительный нюансированный аромат: свежая клубника, черешня, чайный лист, позднее проявляются цветок апельсинового дерева и абрикос. Вино среднетельное, с сильными танинами, пока что заметной дубовой нотой, очень выразительное, особенно ближе к финишу. Ему еще нужно набрать веса.<br /><em>Wine Advocate, 2010#nbsp; </em>";https://static.tildacdn.com/tild3264-6637-4834-b132-353466623539/206000-x-4000.jpg;219700.00;2009;;https://winetime.moscow/domaine-jacques-prieur-2009
M. Chapoutier;M. Chapoutier, Ermitage «L'Ermite» 2010, 750 ml;"Эрмитаж Л’Эрмит 2010 от Шапутье очень сильно отличается от своего брата Ле Павильон - Л’Эрмит всегда чуть более терпкий. Цвет темно-фиолетовый, аромат плотный, с заметной минеральной составляющей: синие и темные фрукты, древесный уголь, стейк, цветочная нота. Вино полнотельное, танинное, чистое, у него экспансивная увесистая текстура. Великий терруар отражается в нем в концентрированном виде, как и сорт сира. Его нужно оставить в покое на 10-15 лет, возможно больше. прожить оно может 50-75 лет.#nbsp;<br /><em>Wine Advocate, 2012</em>";https://static.tildacdn.com/tild6665-3132-4439-b137-393333633861/246000-x-4000.jpg;96000.00;2009;100;https://winetime.moscow/ermitage-le-pavillon-2010
M. Chapoutier;E. Guigal, La Landonne 2007, 750 ml;"Кот Роти Ла Ландон 2007 - вино, которое превосходно пьется уже сегодня благодаря мягкому характеру танинов - черте всего винтажа. В аромате - копченое мясо, тапенад, смородина и перец. Вино густое, полнотельное, очень пышное. Танины при этом сладние. В зрелость оно начнет входить через 5-6 лет, при этом пить его приятно и сейчас. Точно проживет еще 30+ лет.#nbsp;<br /><em>Wine Advocate, 2015</em>";https://static.tildacdn.com/tild6262-3764-4634-b234-393831386135/316000-x-4000.jpg;75000.00;2007;;https://winetime.moscow/la-landonne-2007
M. Chapoutier;E. Guigal, La Landonne 2009, 750 ml;"Кот Роти Ла Ландон 2009 - сногсшибательно прекрасное вино. В аромате - копченое мясо, дичь, маслины, древесный уголь, малина и перец. Вино суперконцентрированное, и несмотря на сочную фруктовость, танины сильно заметны - ему потребуется еще минимум 4-5 лет. Его ждет долгая жизнь - 50+ лет.#nbsp;<br /><br /><em>Wine Advocate, 2015</em>";https://static.tildacdn.com/tild6563-3638-4437-a263-333434333531/306000-x-4000.jpg;133000.00;2009;;https://winetime.moscow/la-landonne-2009
M. Chapoutier;E. Guigal, La Mouline 2005, 750 ml;Еще одна безупречная работа Гигаль - Кот Роти Ла Мулин 2005. Превосходно сбалансированное, суперконцентрированное и сногсшибательно мощное, оно в то же время обладает совершенно бесшовной, элегантной, шелковистой текстурой. В аромате - копченое мясо, железо, весенние цветы, малина, ежевика. Классический Ла Мулин, чистое и невероятно устойчивое. Можно пить уже сейчас и в течение ближайших 2-3 десятилетий.<br /><em>Wine Advocate, 2014</em>;https://static.tildacdn.com/tild3433-6666-4239-b165-653862333166/326000-x-4000.jpg;145000.00;2005;;https://winetime.moscow/la-mouline-2005
M. Chapoutier;E. Guigal, La Mouline 2010, 750 ml;"У Кот Роти Ла Мулин 2010 неземной аромат весенних цветов, фимиама, фиалок, копченого мяса и сладкого черносмородинового ликера. Вино полнотельное, многослойное, с гладкой текстурой. Впечатляющее соблазнительное сира! Ему нужно еще 5-6 лет, чтобы войти в зрелость. Пейте в течение 20+ лет.<br /><em>Wine Advocate, 2014#nbsp; </em>";https://static.tildacdn.com/tild6430-6534-4037-a639-306432373930/336000-x-4000.jpg;135000.00;2010;;https://winetime.moscow/la-mouline-2010
M. Chapoutier;E. Guigal, La Mouline 2011, 750 ml;Кот Роти Ла Мулин 2011 - полнотельное, суперконцентрированное вино с маслянистой текстурой. В аромате - классические нотки Ла Мулин: копченое мясо, фиалки, малина, эспрессо и ваниль. Филипп Гигаль говорит, что главная проблема 2011 в том, что он идет прямо за 2010 и 2009. Но несмотря на то, что эти двое сильно перетянули одеяло на себя, 2011 доставляет такое же удовольствие, а еще его можно пить уже сейчас. Я бы все-таки посоветовал отложить его еще на 3-4 года.<br /><em>Wine Advocate, 2015 </em>;https://static.tildacdn.com/tild6435-6561-4161-b434-663036363461/346000-x-4000.jpg;80000.00;2001;;https://winetime.moscow/la-mouline-2011
M. Chapoutier;E. Guigal, La Turque 2007, 750 ml;"Кот Роти Ла Тюрк 2007 - элегантное вино с восхитительным ароматом копченого мяса, трюфеля, ежевики, черносмородинового ликера и тапенада. Вино полнотельное, с гладкой маслянистой текстурой и сладкими танинами. Его будет приятно пить в любое время в течение следующих двух десятилетий.#nbsp;<br /><em>Wine Advocate, 2016#nbsp;</em>";https://static.tildacdn.com/tild6164-6538-4865-a238-383337326361/266000-x-4000.jpg;79900.00;2007;;https://winetime.moscow/la-turque-2007
M. Chapoutier;E. Guigal, La Turque 2009, 750 ml;"Каждая дегустация вин 2009 и 2010 из Кот Роти напрочь выносит мозг, и эта не стала исключением. Ла Тюрк 2009 - роскошное вино с ароматом копченого мяса, ежевики, черной смородины и эспрессо. Плотное, маслянистое, очень концентрированное и устойчивое, это божественное вино можно пить уже сейчас и в любое время в течение следующих 20-30 лет.#nbsp;<br /><em>Wine Advocate, 2016 </em>";https://static.tildacdn.com/tild6235-3932-4863-b633-343663633038/DSC_0230-2.jpg;134000.00;2001;;https://winetime.moscow/la-turque-2009
Chateau Figeac;Chateau Figeac 2012, 750 ml;"Аромат Шато Фижак 2012 производит немедленное впечатление: яркие ноты ежевики и малины, восхитительная минеральность и детализированность. Заметна графитовая нотка, характерная больше для Пойяка, чем для Сент-Эмильона. Вино среднетельное, с изящными танинами, заметной линией кислотности. Гармоничное и устойчивое. Очень элегантный, хорошо сделанный Фижак, который пока что в самом начале своего пути.#nbsp;<br /><em>Wine Advocate, 2016</em>";https://static.tildacdn.com/tild3239-6361-4039-b537-366537313965/26000-x-4000.jpg;32546.00;2012;;https://winetime.moscow/figeac-2012
Chateau Lafite Rothschild;Chateau Lafite Rothschild 2002, 750 ml;Глубокий фиолетовый цвет. Аромат многослойный, насыщенный: ежевика, грифель, маслины, подлесок и кедр. Классический Пойяк, вино все время развивается в бокале. Очень соблазнительная мягкая, шелковистая текстура, во вкусе - ежевика, лесные ягоды, сладкий инжир. Ближе к финишу это вино становится более танинным и сдержанным, будто говорит: “На сегодня все!” Очень интригующее, изменчивое вино.<br /><em>Wine Advocate, 2009</em>;https://static.tildacdn.com/tild3635-3265-4666-b933-303337333964/36000-x-4000.jpg;230100.00;2002;;https://winetime.moscow/chateau-lafite-2002
Chateau Valandraud;Chateau Valandraud 2004, 750 ml;"У Валандро 2004 более округлый и фруктовый букет, чем у Шеваль Блан того же года: красные фрукты, соус хойсин, мармелад и даже мед. Вино среднетельное, с мягкими округлыми танинами, при этом концентрация для 2004 года просто впечатляющая. Во вкусе - малиновое варенье, земляника, белый перец, кедр. Это вино сильно превосходит своего предшественника 2003, и его будет приятно пить в течение следующих 8-10 лет.#nbsp;<br /><em>Wine Advocate, 2016</em>#nbsp;";https://static.tildacdn.com/tild6339-6661-4031-a635-343438333965/DSC_0080-2.jpg;35938.00;2004;;https://winetime.moscow/chateau-valandraud-2004
Chateau Valandraud;Chateau Valandraud 2012, 750 ml;"Валандро 2012 демонстрирует значительный скачок в качестве по сравнению с предыдущим винтажем. У него молодой концентрированный букет с мощными нотами ежевики, черники и графита, которые с аэрацией становятся насыщеннее, но не теряют четкости. Вино среднетельное, с крошащимися танинами, благодаря которым текстура вина начинает напоминать известняк. Вкус чистый и свежий: ежевика, малина, графит, мел. Послевкусие яркое и устойчивое. Энергию этого вина, кажется, можно почувствовать физически. Оно изумительно и точно может считаться одним из лучших на Правом берегу. Очень рекомендую, но ему, конечно, нужно время.<br /><em>Wine Advocate, 2017<span class=""ql-cursor"">﻿</span></em>";https://static.tildacdn.com/tild6238-3736-4566-a533-343561383430/66000-x-4000.jpg;37460.00;2012;;https://winetime.moscow/chateau-valandraud-2012
Chateau Valandraud;Chateau Valandraud 2016, 750 ml;"У Валандро 2016 насыщенный гранатово-фиолетовый цвет и сногсшибательный аромат темных фруктов, вишневого варенья, кофейных зерен, лакрицы, соуса хойсин, кедрового ореха и пряных трав. Вино полнотельное, насыщенное. танины зернистые, послевкусие фантастически долгое.#nbsp;<br /><em>Wine Advocate, 2018</em>";https://static.tildacdn.com/tild3530-3162-4731-b638-313962323763/76000-x-4000.jpg;42680.00;2016;;https://winetime.moscow/chateau-valandraud-2016
Chateau Valandraud;Chateau Valandraud 2017, 750 ml;"У Валандро 2017 глубокий гранатово-фиолетовый цвет и аромат черной смородины, вишни в шоколаде, эспрессо, лакрицы, смолы и копченого мяса. Вино среднетельное, с заметными спелыми, сладкими танинами, очень свежее и фантастически фруктовое, с очень долгим ягодным послевкусием.#nbsp;<br /><em>Wine Advocate, 2018</em>";https://static.tildacdn.com/tild6661-3833-4736-b662-623136353836/66000-x-4000.jpg;35300.00;2017;;https://winetime.moscow/chateau-valandraud-2017
Chateau Lafite Rothschild;Chateau Lafite Rothschild 1995, 1500 ml;Chateau Lafite Rothschild 1995 в объеме 1,5 литра. После четырех крайне неудачных сезонов первой половины 1990-х годов отличный 1995 год стал настоящим глотком свежего воздуха и подарил новую надежду как виноделам, так и любителям вина. Лафит 1995 - эталонное вино знаменитого года. Объем магнум идеален в подарок или в коллекцию. Продается в подарочном ящике.;https://static.tildacdn.com/tild6362-6565-4234-b537-616635636530/DSC_0553-2.jpeg;546000.00;1995;;https://winetime.moscow/chateau-lafite-rothschild-1995-15l
Chateau Lafite Rothschild;Chateau Lafite Rothschild 1998, 1500 ml;Этот бленд 81% Каберне Совиньон и 19% Мерло представляет лишь 34% полного урожая Лафита. В этом далеком от совершенства винтаже Лафит 1998 произвел значительное впечатление сразу же после рождения. За последний год он набрал вес, и теперь это непрозрачное фиолетовое вино близко к совершенству. Яркие, величественные ароматы графитового карандаша, дыма, минералов и черной смородины доносятся из бокала. Вино элегантно, но при этом крайне богато - оно демонстрирует всю суть лафитовского характера. Танины сладкие, само вино очень многослойное, но совсем не тяжелое. Послевкусие сладкое, очень насыщенное, при этом безупречно сбалансированное и долгое (более 50 секунд). Окно зрелости: 2007-2035.<br /><strong>Wine Advocate</strong>;https://static.tildacdn.com/tild6133-6235-4233-b131-613563376462/DSC_0584.jpeg;495000.00;1998;;https://winetime.moscow/lafite-1998
Chateau Lafite Rothschild;Chateau Lafite Rothschild 2003, 1500 ml;Лафит Ротшильд 2003 настолько же близок к совершенству, как и все величайшие Лафиты последних 30 лет, начиная с 1982 и заканчивая 2010. Кроме того, это сенсационное вино с 12,7% алкоголя выполнено в стиле великой классики - Лафита 1959 года. У него глубокий рубиново-фиолетовый цвет и роскошный аромат кедра, грифеля, белого шоколада, какао и черносмородинового ликера. Плотное, полнотельное, пышное, это благородное вино обладает низкой кислотностью и поразительной многослойностью. Оно только выходит на плато зрелости, где пробудет еще 20-25 лет. Этот Лафит - один из кандидатов на звание вина винтажа, не сомневайтесь в этом! Он поражает одновременно своим потенциалом, многослойностью и насыщенностью.<br /><strong>Wine Advocate (Роберт Паркер), 2014</strong>;https://static.tildacdn.com/tild3633-6233-4061-b038-643433663631/DSC_0563.jpeg;670000.00;2003;;https://winetime.moscow/lafite-2003
Chateau Lafite Rothschild;Chateau Lafite Rothschild 2012, 1500 ml;Лафит Ротшильд 2012 - очень стильное, элегантное, но и достаточно концентрированное вино плотного рубиново-фиолетового цвета. В аромате доминируют грифель и черная смородина. Вино среднетельное, танины мягкие, дубовая нота уже хорошо интегрирована, кислотность и алкоголь - тоже на уровне. Должно быть на пике в 2020-2035.<br /><strong>Wine Advocate, 2015</strong>;https://static.tildacdn.com/tild3566-6636-4139-a636-613565383537/DSC_0578.jpeg;410000.00;2003;;https://winetime.moscow/chateau-lafite-2012-magnum
Chateau Mouton Rothschild;Chateau Mouton Rothschild 1988 (5L);У Шато Мутон Ротшильд 1988 очаровательный аромат экзотических специй, минералов, кофе, черной смородины и сладкого дуба. Вино среднетельное, сочное, достаточно танинное. Оно было бы превосходным, если бы не коротковатое послевкусие.<br /><strong>Роберт Паркер</strong>;https://static.tildacdn.com/tild3432-3633-4565-a363-323831363165/tild6361-3839-4766-b.jpeg;920000.00;1988;;https://winetime.moscow/chateau-mouton-1988-5l
Chateau Mouton Rothschild;Chateau Mouton Rothschild 1994 (3L);1994 был сложным винтажем, и многие топовые вина Бордо уже успели выйти на плато и даже достичь своего пика. Первые Крю - не исключение. У этого Мутон Ротшильд 1994 все еще достаточно “молодой” аромат: ежевика, мята, черносмородиновый ликер, фруктовая пастила. Вино среднетельное, со свежей кислотностью и приятным многослойным вкусом. При этом ему несколько не достает глубины и сложности других винтажей, хотя на финише и появляется интригующая черничная нотка.<br /><strong>Wine Advocate, 2011</strong>;https://static.tildacdn.com/tild3961-3739-4231-b239-633766633632/tild6339-6132-4465-a.jpeg;550000.00;1988;;https://winetime.moscow/chateau-mouton-1994-3l
Chateau Milens;Chateau Milens 2016, 1500 ml, 3000ml;;https://static.tildacdn.com/tild3762-6534-4464-b933-306666363262/lafite2003-1_5.jpg;;2015;;https://winetime.moscow/milens-2016
Chateau Figeac;Chateau Figeac Premier Grand Cru Classe 2014, 1500ml;"Нотки какао и#nbsp;эспрессо наряду с#nbsp;черной смородиной и#nbsp;инжиром. У#nbsp;него очень глубокое, тягучее послевкусие. Уже проявляются нотки табака и#nbsp;теплого камня, но#nbsp;этому вину еще потребуется немного времени, чтобы достичь гармонии. Пейте его с#nbsp;2024 по#nbsp;2037.<br /><strong>Wine Spectator, 2017</strong>";https://static.tildacdn.com/tild6234-6439-4537-b163-356131306434/figeac-2014-magnum.jpg;77219.00;2014;;https://winetime.moscow/figeac-2014
Chateau l'Evangile;Chateau l'Evangile 1985, 6000ml;;https://static.tildacdn.com/tild3062-3739-4734-b232-643937336434/l-evangile-1985-2.jpg;908700.00;2001;95;https://winetime.moscow/l-evangile-1985
Chateau Margaux;Chateau Margaux 2006, 750ml;;https://static.tildacdn.com/tild3163-3532-4664-b538-333461666566/margaux-2006.jpg;137800.00;2001;94;https://winetime.moscow/margaux-2006
Domaine de La Pousse;Domaine de La Pousse d'Or 2019, 750ml;;https://static.tildacdn.com/tild6566-6133-4965-b061-363862303562/pousse-2019.jpg;29588.00;2009;95;https://winetime.moscow/domaine-de-la-pousse-2019
Chateau de Beaucastel;Chateau de Beaucastel Chateauneuf-du-Pape 1994, 750ml;;https://static.tildacdn.com/tild6265-6335-4636-b532-333062643336/beaucastel-1994.jpg;25350.00;2005;;https://winetime.moscow/chateau-de-beaucastel-1994
Chateau Cos d’Estournel;Chateau Cos d’Estournel grand Cru Classe 1995, 750 ml;Вино в высшей степени насыщенное и открытое. Кос д’Эстурнель 1995 - более волнующее и гедонистическое вино в сравнении с 1996. Пышное, с развитой ароматикой (много темных фруктов, гриль, много специй), этот Кос обладает большой интенсивностью, плотным телом, во вкусе - сочные фрукты в изящном обрамлении нового дуба. Благодаря низкой кислотности и сладким танинам, этот Кос совершенно неотразим уже в молодом возрасте, но при этом у него впереди еще 2-3 десятилетия жизни. Окно зрелости: 2001-2025.<br /><strong>Wine Advocate, 1998</strong>;https://static.tildacdn.com/tild6362-3234-4332-a565-383963646336/cos-1995.jpg;59150.00;1995;95;https://winetime.moscow/cos-d-estournel-1995
Chateau Cos d’Estournel;Chateau Cos d’Estournel grand Cru Classe 2011, 750 ml;Вино в высшей степени насыщенное и открытое. Кос д’Эстурнель 1995 - более волнующее и гедонистическое вино в сравнении с 1996. Пышное, с развитой ароматикой (много темных фруктов, гриль, много специй), этот Кос обладает большой интенсивностью, плотным телом, во вкусе - сочные фрукты в изящном обрамлении нового дуба. Благодаря низкой кислотности и сладким танинам, этот Кос совершенно неотразим уже в молодом возрасте, но при этом у него впереди еще 2-3 десятилетия жизни. Окно зрелости: 2001-2025.<br /><strong>Wine Advocate, 1998</strong>;https://static.tildacdn.com/tild6461-3934-4532-b935-313030323365/cos-2011.jpg;39000.00;2005;95;https://winetime.moscow/cos-d-estournel-2011
Chateau Cos d’Estournel;Chateau Cos d’Estournel grand Cru Classe 2014, 750 ml;Вино в высшей степени насыщенное и открытое. Кос д’Эстурнель 1995 - более волнующее и гедонистическое вино в сравнении с 1996. Пышное, с развитой ароматикой (много темных фруктов, гриль, много специй), этот Кос обладает большой интенсивностью, плотным телом, во вкусе - сочные фрукты в изящном обрамлении нового дуба. Благодаря низкой кислотности и сладким танинам, этот Кос совершенно неотразим уже в молодом возрасте, но при этом у него впереди еще 2-3 десятилетия жизни. Окно зрелости: 2001-2025.<br /><strong>Wine Advocate, 1998</strong>;https://static.tildacdn.com/tild3132-6265-4665-a465-363163663033/cos-2014.jpg;33800.00;2005;95;https://winetime.moscow/cos-d-estournel-2014
Chateau Rauzan-Segla;Chateau Rauzan-Segla 2017 (Grand Cru Classe), 750ml;;https://static.tildacdn.com/tild6363-3966-4636-b665-626432383038/rauzan-segla-2017.jpg;19000.00;2001;94;https://winetime.moscow/rauzan-segla-2017
Chateau Lascombes;Chateau Lascombes 2015 (Grand Cru Classe), 750ml;;https://static.tildacdn.com/tild3935-3636-4235-b137-353631333537/lascombes-2015.jpg;21970.00;2001;94;https://winetime.moscow/chateau-lascombes-2015
Chateau Lascombes;Chateau Lascombes 2016 (Grand Cru Classe), 750ml;;https://static.tildacdn.com/tild6364-3935-4036-a138-386437306635/lascombes-2016.jpg;18000.00;2001;94;https://winetime.moscow/chateau-lascombes-2016
Chateau l'Evangile;Chateau l'Evangile 2008, 1500ml;;https://static.tildacdn.com/tild3364-3461-4133-a163-306335356537/l-evangile-2008-magn.jpg;99255.00;2001;95;https://winetime.moscow/l-evangile-2008
Chateau l'Evangile;Chateau l'Evangile 2002, 750ml;;https://static.tildacdn.com/tild3966-6335-4532-b133-396566303535/l-evangile-2002.jpg;38870.00;2001;95;https://winetime.moscow/l-evangile-2002
Chateau Margaux;Chateau Margaux 2016, 3000ml;;https://static.tildacdn.com/tild3835-3364-4235-a533-383961373837/margaux-2016-1.jpg;960000.00;2001;94;https://winetime.moscow/margaux-2016
Chateau Margaux;Chateau Margaux 2017, 1500ml;;https://static.tildacdn.com/tild6637-3637-4737-a261-373636353338/margaux-2017.jpg;292500.00;2001;94;https://winetime.moscow/margaux-2017
Domaine du Comte Armand Pommard;Domaine du Comte Armand Pommard 2018, 750ml, 1500ml;;https://static.tildacdn.com/tild3038-6430-4035-b334-393065616665/pommard-2018-magnum.jpg https://static.tildacdn.com/tild3738-3635-4666-a261-383436653062/pommard-2018.jpg;;2009;95;https://winetime.moscow/domaine-du-comte-armand-2018
Chateau de Beaucastel;Chateau de Beaucastel Chateauneuf-du-Pape 2005, 750ml;;https://static.tildacdn.com/tild3763-3562-4266-a536-626365373866/beaucastel-2005.jpg;26000.00;2005;;https://winetime.moscow/chateau-de-beaucastel-2005
Domaine du Vieux Telegraphe;Domaine du Vieux Telegraphe «La Crau» 2017, 750ml;;https://static.tildacdn.com/tild3362-3539-4733-b837-363938306337/telegraph-2017.jpg;14900.00;2005;;https://winetime.moscow/telegraphe-la-crau-2017
Vega-Sicilia;Vega-Sicilia «Unico» 2011, 750ml;;https://static.tildacdn.com/tild3038-3130-4165-b765-643432356439/unico-2011.jpg;74000.00;2011;;https://winetime.moscow/vega-sicilia-unico-2011
Domaine du Vieux Telegraphe;Domaine du Vieux Telegraphe «La Crau» 2018, 750ml;;https://static.tildacdn.com/tild6166-3735-4432-a261-666337343766/telegraph-2018-2.jpg;14900.00;2005;;https://winetime.moscow/telegraphe-la-crau-2018
Gaja;Gaja Sori San Lorenzo Langhe 1996, 750 ml;У Сори Сан Лоренцо 1996 насыщенный непрозрачный фиолетовый цвет и многослойный аромат с классическими для неббиоло нотами: лепестки роз, сухие травы, коробка специй, кедр + насыщенные джемовые ноты вишни и лесных ягод. Вино впечатляет своей мощью, оно умеренно танинное, с очаровательной маслянистой текстурой и послевкусием, которое длится более 40 секунд! Несмотря на развитую ароматику, это вино все еще очень молодо и закрыто.<br /><strong>Wine Advocate, 2000</strong>;https://static.tildacdn.com/tild6461-6235-4462-b037-623931623762/pic-1.jpg;94900.00;1996;96;https://winetime.moscow/gaja-sori-san-lorenzo-1996
Opus One;Caymus Special Selection 2007, 6000 ml;;https://static.tildacdn.com/tild6333-3166-4637-b638-646363333361/caymus-pic-2.jpg;750000.00;;;https://winetime.moscow/caymus-special-selection-2007
Caymus;Caymus Special Selection 2013, 1500ml (3000ml);;https://static.tildacdn.com/tild6333-3166-4637-b638-646363333361/caymus-pic-2.jpg;;;;https://winetime.moscow/caymus-special-selection-2013
Caymus;Caymus Special Selection 2014, 1500ml (3000ml);;https://static.tildacdn.com/tild6333-3166-4637-b638-646363333361/caymus-pic-2.jpg;;;;https://winetime.moscow/caymus-special-selection-2014
Opus One;Сет Caymus Special Selection, 1,5 л (2013, 2014, 2015);;https://static.tildacdn.com/tild3330-6166-4132-b535-656330316535/tild3430-6361-4836-b.jpeg https://static.tildacdn.com/tild6366-3764-4337-a338-353834376438/tild6138-6432-4335-b.jpeg;520000.00;;;https://winetime.moscow/set-caymus-3
Domaine du Comte Armand Pommard;Domaine Comte Georges de Vogue, Musigny 2010, 750ml;"Мюзиньи 2010 от Конт Жорж - невероятно устойчивое и шелковистое. Соленые нотки резонируют с выразительными красными фруктами в этом прекрасно сложенном Мюзиньи. Сейчас оно демонстрирует свой потенциал лишь частично. Сладкие цветочные ноты и элегантные фруктовые раскрываются очаровательно, этому вину потребуется время, чтобы полностью сформироваться. Сегодня оно уже обладает элегантной текстурой - еще одно превосходное Мюзиньи от де Вог.<br /><em>Wine Advocate, 2011#nbsp;</em>";https://static.tildacdn.com/tild3930-3034-4631-a632-616638343231/tild3763-6661-4132-b.jpg;;2010;94;https://winetime.moscow/mysigny-cgv-2010
Domaine du Comte Armand Pommard;Domaine Comte Georges de Vogue, Musigny 2011, 750ml;"Пробовал вслепую на горизонтальной дегустации бургундских вин в Боне. Мюзиньи от Конт Жорж 2011 обладает роскошным ароматом, нюансированным и утонченным: вишня, черносмородиновый ликер, мокрый камень, фиалка. Устоять невозможно! Вино среднетельное, с мягкими, зрелыми танинами. Очень деликатное и элегантное, при этом очень молодое и энергичное, так что рекомендую 5-6 лет хранения.#nbsp;<br /><em>Wine Advocate, 2014</em>";https://static.tildacdn.com/tild3133-3735-4265-a532-396464643633/tild6431-6430-4334-b.jpg;;2011;92;https://winetime.moscow/musigny-cgdv-2011
Bouchard Pere Fils;Bouchard Pere Fils Chambertin-Clos de Beze Grand Cru 2016, 750 ml;Шамбертен Кло де Безе 2018 - самое сочное, крепкое (15%) и мощное вино у Бушаров, чьи виноградари в тот год настояли на особенно позднем сборе. У него экстравагантный аромат: апельсиновая цедра, малина, слива, лепестки розы, фимиам, пряный дуб. Вино полнотельное, густое и многослойное. Очень фруктовое, с мягкими танинами и заметным алкоголем. Хорошая работа, но не думаю, что у него большой потенциал хранения.<br /><em>Wine Advocate, 2020</em>;https://static.tildacdn.com/tild3032-6363-4432-a164-323466386463/166000-x-4000.jpg;84500.00;2018;;https://winetime.moscow/chambertin-clos-de-beze-2016
Chateau Chasse-Spleen;Chateau Chasse-Spleen 2003;Мягкое и пышное с нотами красной и черной смородины, лакрицы, коробки специй и подлеска. Хорошо исполненное среднетельное вино, устойчивое и свежее. Будет на пике в течение следующих 2-3 лет.<br /><strong>Wine Advocate, 2014</strong>;https://static.tildacdn.com/tild3034-6233-4330-b837-373133346332/chasse-spleen-2.jpg;8100.00;2010;;https://winetime.moscow/chasse-spleen-2003
Chateau Chasse-Spleen;Chateau Chasse-Spleen 2006;Сейчас Шасс-Сплин 2006 в самой середине подросткового возраста - пока сдержанный, минеральный аромат с нотами табака и дикорастущего кустарника. Вино среднетельное, с хваткими, довольно шероховатыми танинами, высокой кислотностью и недолгим послевкусием. Сейчас это вино закрыто, погружено в себя, поэтому очень интересно посмотреть, как оно проявит себя в развитии!<br /><strong>Wine Advocate, 2010</strong>;https://static.tildacdn.com/tild3034-6233-4330-b837-373133346332/chasse-spleen-2.jpg;9200.00;2010;;https://winetime.moscow/chasse-spleen-2006
Chateau Chasse-Spleen;Chateau Chasse-Spleen 2016;У Шато Шасс-Сплин 2016 элегантный аромат с идеально интегрированной дубовой нотой, в нем сразу же проступает терруар, а со временем развиваются ноты кедра и табачного дыма. Вино свежее, с превосходной линией кислотности. Танины заметные, но мягкие, в послевкусии - тонкая морская нотка. Великолепный Шасс-Сплин, возможно, лучший из всех, что я пробовал раньше.<br /><strong>Wine Advocate, 2017 </strong>;https://static.tildacdn.com/tild3034-6233-4330-b837-373133346332/chasse-spleen-2.jpg;7500.00;2010;;https://winetime.moscow/chasse-spleen-2016
